combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-1715,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.calendars,3,0,0,5,1,0,1,Medium
SC-1716,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.events.public.readonly; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,1,Medium
SC-1717,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,4,1,0,0,Low
SC-1718,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.freebusy; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.acls,3,0,0,5,1,0,1,Medium
SC-1719,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.calendarlist,3,0,0,3,1,0,1,Medium
SC-1720,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.events.owned,3,0,0,4,1,0,1,Medium
SC-1721,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar; https://www.googleapis.com/auth/calendar.calendars,3,1,0,5,1,0,2,High
SC-1722,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,1,Medium
SC-1723,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/calendar.app.created,3,0,0,4,1,0,1,Medium
SC-1724,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.events.public.readonly,3,0,0,5,1,0,1,Medium
SC-1725,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar,3,1,0,3,1,0,2,High
SC-1726,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls; https://www.googleapis.com/auth/calendar.calendars; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,1,Medium
SC-1727,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.acls,3,0,0,3,1,0,1,Medium
SC-1728,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar.readonly,3,0,0,2,1,0,1,Low
SC-1729,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.app.created,3,0,0,3,1,0,1,Medium
SC-1730,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.events.public.readonly,3,1,0,3,1,0,1,Medium
SC-1731,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar.events.freebusy,3,1,0,3,1,0,1,Medium
SC-1732,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendars; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.events.freebusy,3,0,0,3,1,0,1,Medium
SC-1733,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,1,0,3,1,0,1,Medium
SC-1734,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.events.freebusy,3,1,0,3,1,0,1,Medium
SC-1735,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendars; https://www.googleapis.com/auth/calendar.events.freebusy; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,0,0,3,1,0,1,Medium
SC-1736,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.settings.readonly,3,0,0,2,1,0,1,Low
SC-1737,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.events,3,0,0,3,1,0,1,Medium
SC-1738,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.freebusy; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,0,0,2,1,0,0,Low
SC-1739,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.calendars; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,0,0,3,1,0,1,Medium
SC-1740,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.events.public.readonly,3,0,0,3,1,0,0,Low
SC-1741,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar,3,1,0,3,1,0,2,High
SC-1742,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,1,Medium
SC-1743,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar; https://www.googleapis.com/auth/calendar.events.freebusy,3,0,0,3,1,0,2,Medium
SC-1744,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar.calendars,3,0,0,3,1,0,1,Medium
SC-1745,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.acls.readonly,3,0,0,3,1,0,1,Medium
SC-1746,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls.readonly; https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,0,0,3,1,0,0,Low
SC-1747,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar,3,0,0,2,1,0,2,Medium
SC-1748,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.events.freebusy,3,0,0,3,1,0,1,Medium
SC-1749,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.events.public.readonly,3,1,0,3,1,0,1,Medium
SC-1750,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/calendar.calendars,3,0,0,3,1,0,1,Medium
SC-1751,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.calendarlist.readonly,3,0,0,3,1,0,1,Medium
SC-1752,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.events,3,1,0,3,1,0,1,Medium
SC-1753,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/calendar.events.freebusy,3,1,0,3,1,0,1,Medium
SC-1754,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.calendars,3,0,0,3,1,0,1,Medium
SC-1755,Strategy J: Bool Switching of Medium Risk Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.calendars.readonly; https://www.googleapis.com/auth/calendar.calendars; https://www.googleapis.com/auth/calendar.events.owned.readonly,3,1,0,3,1,0,1,Medium
SC-1756,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/calendar.events.public.readonly,3,0,0,3,1,0,1,Medium
SC-1757,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.acls; https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,1,Medium
SC-1758,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.freebusy,3,0,0,3,1,0,0,Low
SC-1759,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.settings.readonly; https://www.googleapis.com/auth/calendar.events.freebusy; https://www.googleapis.com/auth/calendar.events.owned,3,0,0,3,1,0,1,Medium
SC-1760,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses,3,0,0,1,1,0,2,Medium
SC-1761,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students,3,1,0,2,1,0,2,Medium
SC-1762,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,0,3,1,0,2,Medium
SC-1763,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,2,High
SC-1764,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,5,1,0,2,High
SC-1765,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly,3,0,0,1,1,0,0,Low
SC-1766,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,0,2,1,0,1,Low
SC-1767,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,3,1,0,1,Medium
SC-1768,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,2,High
SC-1769,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.rosters,3,1,1,1,1,0,1,Medium
SC-1770,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.coursework.students,3,1,1,2,1,0,1,Medium
SC-1771,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,2,High
SC-1772,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students,3,0,1,4,1,0,2,High
SC-1773,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,1,1,0,0,Low
SC-1774,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,2,1,0,2,Medium
SC-1775,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,3,1,0,2,Medium
SC-1776,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,2,High
SC-1777,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students,3,0,0,1,1,0,1,Low
SC-1778,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.coursework.students,3,0,0,2,1,0,1,Low
SC-1779,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students,3,0,0,3,1,0,2,Medium
SC-1780,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,1,2,1,0,1,Medium
SC-1781,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,3,1,0,2,Medium
SC-1782,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses,3,0,1,2,1,0,2,Medium
SC-1783,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.coursework.students,3,0,1,3,1,0,1,Medium
SC-1784,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,2,1,0,1,Medium
